Total of %1 record(s) have been removed.,ລວມ%1 ລາຍການໄດ້ຖືກລຶບອອກ,module,Magento_AdminNotification
We couldn't remove the messages because of an error.,ພວກເຮົາບໍ່ສາມາດລຶບຂໍ້ຄວາມໄດ້ເນື່ອງຈາກມີຂໍ້ຜິດພາດ,module,Magento_AdminNotification
The message has been removed.,ຂໍ້ຄວາມໄດ້ຖືກລືບອອກແລ້ວ,module,Magento_AdminNotification
1 Hour,1 ຊົ່ວໂມງ,module,Magento_AdminNotification
2 Hours,2 ຊົ່ວໂມງ,module,Magento_AdminNotification
6 Hours,6 ຊົ່ວໂມງ,module,Magento_AdminNotification
12 Hours,12 ຊົ່ວໂມງ,module,Magento_AdminNotification
24 Hours,24 ຊົ່ວໂມງ,module,Magento_AdminNotification
critical,ສາຫັດ,module,Magento_AdminNotification
major,ທີ່ສໍາຄັນ,module,Magento_AdminNotification
minor,ເລັກໜ້ອຍ,module,Magento_AdminNotification
notice,ແຈ້ງການ,module,Magento_AdminNotification
Wrong message type,ປະເພດຂໍ້ຄວາມບໍ່ຖືກຕ້ອງ,module,Magento_AdminNotification
Wrong notification ID specified.,ລະຫັດການແຈ້ງເຕື່ອນ ທີ່ລະບຸ ບໍ່ຖືກຕ້ອງ,module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{base_url}}  ຈະບໍ່ແນະນໍາໃຫ້ໃຊ້ໃນລະບົບ Unsecure / URL URL ທີ່ການຮັກສາຄວາມປອດໄພ ພວກເຮົາຂໍແນະນໍາໃຫ້ປ່ຽນຄ່ານີ້ໄວ້ໃນMagento <a href=""%1""> ກໍານົດຄ່າ </a>",module,Magento_AdminNotification
One or more of the Cache Types are invalidated: %1.,ໜຶ່ງຫຼືຫຼາຍກວ່າຂອງແຄດຊປະເພດຈະບໍ່ຖືກຕ້ອງ: %1,module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","ກະລຸນາຄົ້ນຫາ <a href=""%1""> ຈັດການແຄດຊ </a> ແລະຟື້ນຟູປະເພດແຄດຊ",module,Magento_AdminNotification
We were unable to synchronize one or more media files. Please refer to the log file for details.,ພວກເຮົາບໍ່ສາມາດທີ່ຈະປະສານໜຶ່ງ ຫຼື ຫຼາຍກວ່າໜຶ່ງໄຟລມີเດີย ກະລຸນາເບິ່ງແຟ້ມບັນທຶກສໍາລັບລາຍລະອຽດ,module,Magento_AdminNotification
Synchronization of media storages has been completed.,ການປະສານຂອງການເກັບຮັກສາຮຽບຮ້ອຍແລ້ວ,module,Magento_AdminNotification
Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.,ເວັບເຊີເວີຂອງທ່ານມີການຕັ້ງຄ່າທີ່ບໍ່ຖືກຕ້ອງ ແລະ ຊ່ວຍໃຫ້ເຂົ້າເຖິງໄຟລທີ່ສໍາຄັນ ກະລຸນາຕິດຕໍ່ຜູ້ໃຫ້ບໍລິການโฮสติ้ง,module,Magento_AdminNotification
System Messages:,ຂໍ້ຄວາມລະບົບ,module,Magento_AdminNotification
Critical System Messages,ຂໍ້ຄວາມລະບົບທີ່ສໍາຄັນ,module,Magento_AdminNotification
Major System Messages,ຂໍ້ຄວາມລະບົບຫຼັກ,module,Magento_AdminNotification
System messages,ຂໍ້ຄວາມລະບົບ,module,Magento_AdminNotification
Close,ປິດ,module,Magento_AdminNotification
See All (,ເບິ່ງທັງໝົດ ,module,Magento_AdminNotification
unread),ຍັງບໍ່ທັນໄດ້ອ່ານ),module,Magento_AdminNotification
Show Toolbar,ສະແດງແຖບເຄື່ອງມື,module,Magento_AdminNotification
Show List,ສະແດງລາຍກາຍ,module,Magento_AdminNotification
Use HTTPS to Get Feed,ໃຊ້ HTTPS ເພື່ອຮັບຟີດ,module,Magento_AdminNotification
Update Frequency,ປັບປຸງຄວາມຖີ່,module,Magento_AdminNotification
Last Update,ການແກ້ໄຂຄັ້ງລ່າສຸດ,module,Magento_AdminNotification
Severity,ຄວາມຮຸນແຮງ,module,Magento_AdminNotification
Date Added,ເພີ່ມເມື່ອວັນທີ,module,Magento_AdminNotification
Message,ຂໍ້ຄວາມ,module,Magento_AdminNotification
Actions,ການດຳເນີນການ,module,Magento_AdminNotification
Manage Shopping Cart,ຈັດການກະຕ່າສິນຄ້າ,module,Magento_AdvancedCheckout
Create Order,ສ້າງອໍເດີ,module,Magento_AdvancedCheckout
Back,ກັບຄືນ,module,Magento_AdvancedCheckout
Add Products,ເພິ່ມພະລິດຕະພັນ,module,Magento_AdvancedCheckout
Update Items and Quantities,ການແກ້ໄຂລາຍການ ແລະ ປະລິມານ,module,Magento_AdvancedCheckout
Are you sure you want to clear your cart?,ທ່ານແນ່ໃຈວ່າ ທ່ານຕ້ອງການທີ່ຈະລ້າງສິນຄ້າໃນກະຕ່າໝົດ?,module,Magento_AdvancedCheckout
Clear my shopping cart,ລ້າງກະຕ່າສິນຄ້າຂອງຂ້ອຍ,module,Magento_AdvancedCheckout
Add selections to my cart,ເພີ່ມສິນຄ້າທີ່ເລືອກເຂົ້າກະຕ່າສິນຄ້າຂ້ອຍ,module,Magento_AdvancedCheckout
Cancel,ຍົກເລີກ,module,Magento_AdvancedCheckout
Shopping Cart for %1 in %2,ກະຕ່າສິນຄ້າສຳລັບ %1 ໃນ %2,module,Magento_AdvancedCheckout
Select products you want to buy,ເລືອກສິນຄ້າທີ່ທ່ານຕ້ອງການຈັດຊື້,module,Magento_AdvancedCheckout
Product,ສິນຄ້າ,module,Magento_AdvancedCheckout
Price,ລາຄາ,module,Magento_AdvancedCheckout
Quantity,ຈຳນວນ,module,Magento_AdvancedCheckout
Products in the Comparison List (%1),ສິນຄ້າໃນລາຍການປຽບທຽບ (%1),module,Magento_AdvancedCheckout
Last ordered items (%1),ສິນຄ້າທີ່ສັ່ງລ້າສຸດ (%1),module,Magento_AdvancedCheckout
Products,ສິນຄ້າ,module,Magento_AdvancedCheckout
ID,ID,module,Magento_AdvancedCheckout
SKU,SKU,module,Magento_AdvancedCheckout
Recently Compared Products (%1),ສິນຄ້າທີ່ປຽບທຽບກັນໃນບໍ່ດົນມານີ້ (%1),module,Magento_AdvancedCheckout
Recently Viewed Products (%1),ສິນຄ້າທີ່ເບິ່ງໃນບໍ່ດົນມານີ້  (%1),module,Magento_AdvancedCheckout
Add to Shopping Cart by SKU,ເພີ່ມເຂົ້າກະຕ່າສິນຄ້າໂດຍ SKU,module,Magento_AdvancedCheckout
Add to Shopping Cart,ເພີ່ມເຂົ້າກະຕ່າ,module,Magento_AdvancedCheckout
Wish List (%1),ລາຍການສິນຄ້າທີ່ມັກ (%1),module,Magento_AdvancedCheckout
Apply,ນຳໃຊ້,module,Magento_AdvancedCheckout
Configure,ກຳນົດຄ່າ,module,Magento_AdvancedCheckout
Add to Order by SKU,ເພີ່ມເຂົ້າອໍເດີໂດຍ SKU,module,Magento_AdvancedCheckout
Add to Order,ເພິ່ມເຂົ້າອໍເດີ,module,Magento_AdvancedCheckout
Add Products to Order,ເພີ່ມສິນຄ້າເຂົ້າອໍເດີ,module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> ສິນຄ້າຕ້ອງໃຫ້ຄວາມສົນໃຈ. </ span>",module,Magento_AdvancedCheckout
Remove All,ລຶບທັງໝົດ,module,Magento_AdvancedCheckout
Only %1%2%3 left in stock,ພຽງແຕ່ %1%2%3 ທີ່ຍັງເຫຼືອໃນສະຕອກ,module,Magento_AdvancedCheckout
You can buy up to %1 of these per purchase.,ທ່ານສາມາດອໍເດີໄດ້ເຖິງ %1ສຳລັບການຂາຍໂຕນີ້,module,Magento_AdvancedCheckout
You must buy at least %1 of these per purchase.,ທ່ານຕ້ອງຈັດຊື້ຢ່າງນ້ອຍ %1ຂອງເຫຼົ່ານີ້ຕໍ່ການຈັດຊື້,module,Magento_AdvancedCheckout
Specify the product's options.,ລະບຸຕົວເລືອກຂອງສິນຄ້າ,module,Magento_AdvancedCheckout
Alert me when this item is available.,ແຈ້ງເຕື່ອນຂ້ອຍເມື່ອສິນຄ້ານີ້ມີໃນສາງ,module,Magento_AdvancedCheckout
We can't find this customer.,ພວກເຮົາບໍ່ພົບລູກຄ້າຄົນດັ່ງກ່າວ,module,Magento_AdvancedCheckout
Shopping cart management is disabled for this customer.,ການຈັດການກະຕ່າສິນຄ້າຖືກປິດການໃຊ້ງານສໍາລັບລູກຄ້າລາຍນີ້,module,Magento_AdvancedCheckout
We can't find this store.,ທ່ານບໍ່ສາມາດເຂົ້າຮ້ານນີ້ໄດ້.,module,Magento_AdvancedCheckout
Customers,ລູກຄ້າ,module,Magento_AdvancedCheckout
Shopping Cart,ກະຕ່າສິນຄ້າ,module,Magento_AdvancedCheckout
"Sorry, something went wrong. You can find out more in the error log.","ຂໍອະໄພ, ມີບາງຢ່າງຜິດພາດ. ທ່ານສາມາດຄົ້ນຫາຂໍ້ມູນເພີ່ມເຕີມໃນການບັນທຶກຂໍ້ຜິດພາດ.",module,Magento_AdvancedCheckout
You do not have access to this.,ທ່ານບໍ່ໄດ້ເຂົ້າເຖິງໂຕນີ້.,module,Magento_AdvancedCheckout
Ordered item id is not received.,ຍັງບໍ່ໄດ້ຮັບລະຫັດສິນຄ້າທີ່ອໍເດີ.,module,Magento_AdvancedCheckout
Ordered item is not loaded.,ຍັງບໍ່ໄດ້ໂຫຼດລະຫັດສິນຄ້າທີ່ອໍເດີ.,module,Magento_AdvancedCheckout
Quote item id is not received.,ຍັງບໍ່ໄດ້ຮັບລະຫັດສິນຄ້າໃນໃບສະເໜີລາຄາ.,module,Magento_AdvancedCheckout
Quote item is not loaded.,ຍັງບໍ່ໄດ້ໂຫຼດລະຫັດສິນຄ້າໃນໃບສະເໜີລາຄາ.,module,Magento_AdvancedCheckout
The wish list item id is not received.,ການລາຍການສິນຄ້າທີ່ຕ້ອງການບໍ່ໄດ້ຮັບ,module,Magento_AdvancedCheckout
The wish list item is not loaded.,ລາຍການສິນຄ້າທີ່ຕ້ອງການບໍ່ໄດ້ໂຫຼດ,module,Magento_AdvancedCheckout
An error has occurred. See error log for details.,ເກີດຂໍ້ຜິດພາດ. ເບິ່ງບັນທຶກຂໍ້ຜິດພາດສໍາລັບລາຍລະອຽດ,module,Magento_AdvancedCheckout
You cannot configure a product.,ທ່ານບໍ່ສາມາດກໍານົດສິນຄ້າ,module,Magento_AdvancedCheckout
You removed the items.,ທ່ານໄດ້ລຶບລາຍການສິນຄ້າແລ້ວ.,module,Magento_AdvancedCheckout
You removed the item.,ທ່ານໄດ້ລຶບລາຍການສິນຄ້ານີ້ແລ້ວ.,module,Magento_AdvancedCheckout
You added %1 to your shopping cart.,ທ່ານໄດ້ເພີ່ມ %1 ລົງໃນກະຕ່າຂອງທ່ານ,module,Magento_AdvancedCheckout
You cannot add a product.,ທ່ານບໍ່ສາມາດເພີ່ມສິນຄ້າໄດ້,module,Magento_AdvancedCheckout
Order by SKU,ລຽນຕາມລະຫັດ SKU,module,Magento_AdvancedCheckout
The SKU was not found in the catalog.,SKU ບໍ່ພົບໃນໝວດໝູ່ສິນຄ້າ,module,Magento_AdvancedCheckout
Availability: Out of stock.,ສະຖານະສິນຄ້າ : ສິນຄ້າໝົດ,module,Magento_AdvancedCheckout
We don't have as many of these as you want.,ພວກເຮົາບໍ່ໄດ້ມີເປັນຈໍານວນຫຼາຍຂອງເຫຼົ່ານີ້ຕາມທີ່ທ່ານຕ້ອງການ,module,Magento_AdvancedCheckout
You can't add this many to your cart.,ຈຳນວນຫຼາຍເກີນໄປທີ່ຈະສາມາດເພີ່ມເຂົ້າກະຕ່າໄດ້,module,Magento_AdvancedCheckout
You need to choose options for your item.,ທ່ານຈະຕ້ອງເລືອກຕົວເລືອກສຳຫຼັບສິນຄ້າຂອງທ່ານກ່ອນ,module,Magento_AdvancedCheckout
We can't add the item to your cart.,ບໍ່ສາມາດເພີ່ມເຂົ້າກະຕ່າໄດ້,module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.","ກະລຸນາໃສ່ຈໍານວນຕົວຈິງໃນຊ່ອງ ""Qty"".",module,Magento_AdvancedCheckout
This product is assigned to another website.,ສິນຄ້ານີ້ໄດ້ຮັບມອບໝາຍໄປຍັງເວັບໄຊອື່ນ,module,Magento_AdvancedCheckout
You can add only enabled products.,ທ່ານເພີ່ມສິນຄ້າໄດ້ສະເພາະສິນຄ້າທີ່ນຳໃຊ້ເທົ່ານັ້ນ,module,Magento_AdvancedCheckout
You cannot upload this file.,ທ່ານບໍ່ສາມາດອັບໂຫລດຟາຍໄຟລນີ້,module,Magento_AdvancedCheckout
The file is empty.,ໄຟລວ່າງເປົ່າ.,module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","ທ່ານບໍ່ໄດ້ຕື່ມລະຫັດສິນຄ້າ ກະລຸນາ <a href=""%1""> ຄລິກທີ່ນີ້ </a> ເພື່ອເພີ່ມຜົນສິນຄ້າ ໂດຍ SKU",module,Magento_AdvancedCheckout
You have not entered a product SKU.,ທ່ານບໍ່ໄດ້ໃສ່ລະຫັດ SKU,module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","ບໍ່ສາມາດເພີ່ມສິນຄ້າເຂົ້າກະຕ່າດ້ວບ id ""%1""",module,Magento_AdvancedCheckout
Something went wrong while reordering this product.,ເກີດຂໍ້ຜິດພາດໃນຂະນະທີ່ດຳເນີນການຈັດລຽງສິນຄ້າ,module,Magento_AdvancedCheckout
We can't find this wish list.,ພວກເຮົາບໍ່ສາມາດຄົ້ນຫາລາຍການສິນຄ້າທີ່ຕ້ອງການນີ້,module,Magento_AdvancedCheckout
You added %1 product to your shopping cart.,ທ່ານໄດ້ເພີ່ມ %1 ສິນຄ້າເຂົ້າໃນກະຕ່າ,module,Magento_AdvancedCheckout
You added %1 products to your shopping cart.,ທ່ານເພີ່ມສິນຄ້າ %1 ເຂົ້າໃນກະຕ່າສິນຄ້າຂອງທ່ານ,module,Magento_AdvancedCheckout
%1 product requires your attention.,%1 ສິນຄ້າຕ້ອງການຄວາມສົນໃຈຂອງທ່ານ,module,Magento_AdvancedCheckout
%1 products require your attention.,%1 ຜົນສິນຄ້າຕ້ອງໃຫ້ຄວາມສົນໃຈຂອງທ່ານ,module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups","ແມ່ນ,ໃຊ້ສໍາລັບກຸ່ມລູກຄ້າລະບຸ",module,Magento_AdvancedCheckout
"Yes, for Everyone","ແມ່ນ, ສຳລັບທຸກຄົນ",module,Magento_AdvancedCheckout
No,ບໍ່,module,Magento_AdvancedCheckout
The file is corrupt.,ໄຟລເສຍຫາຍ.,module,Magento_AdvancedCheckout
Please upload the file in .csv format.,ກະລຸນາອັບໂຫຼດໄຟລໃນຮູບແບບ .csv,module,Magento_AdvancedCheckout
%1 item(s) need your attention.,ຕ້ອງໃສ່ໃຈ %1 ລາຍການ.,module,Magento_AdvancedCheckout
Apply Coupon Code,ໃຊ້ລະຫັດຄູປອງ,module,Magento_AdvancedCheckout
Remove Coupon Code,ລຶບລະຫັດຄູປອງອອກ,module,Magento_AdvancedCheckout
Remove,ລຶບອອກ,module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","ລະຫັດຄູປອງ ""%1"" ບໍ່ຖືກຕ້ອງ",module,Magento_AdvancedCheckout
Shopping Cart Items,ລາຍການໃນກະຕ່າສິນຄ້າ,module,Magento_AdvancedCheckout
Qty,ຈຳນວນ,module,Magento_AdvancedCheckout
Subtotal,ຍອດລວມ,module,Magento_AdvancedCheckout
Discount,ສ່ວນຫຼຸດ,module,Magento_AdvancedCheckout
Row Subtotal,ຍອດລວມຫຍ່ອຍ,module,Magento_AdvancedCheckout
Action,ດຳເນີນການ,module,Magento_AdvancedCheckout
No ordered items,ບໍ່ມີອໍເດີ,module,Magento_AdvancedCheckout
Total %1 product(s),ລວມມີ %1 ສິນຄ້າ,module,Magento_AdvancedCheckout
Subtotal:,ຍອດລວມ:,module,Magento_AdvancedCheckout
Please select,ກະລຸນະເລືອກ,module,Magento_AdvancedCheckout
Move to Wish List,ເພີ່ມລາຍການເຂົ້າລາຍການທີ່ມັກ,module,Magento_AdvancedCheckout
No item specified.,ບໍ່ມີລາຍການໃດທີ່ລະບຸ,module,Magento_AdvancedCheckout
Are you sure you want to remove this item?,ທ່ານແນ່ໃຈບໍ່ທີ່ຈະລືບລາຍການນີ້?,module,Magento_AdvancedCheckout
SKU number,ລະຫັດ SKU,module,Magento_AdvancedCheckout
Upload File,ອັບໂຫຼດໄຟລ,module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","ໄຟລ CSV ຂອງທ່ານຕ້ອງມີ ""SKU"" ແລະ ""ຈໍານວນ"" ຖັນທີ",module,Magento_AdvancedCheckout
Reset,ຣີເຊັດ,module,Magento_AdvancedCheckout
SKU:,SKU:,module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","ມີພຽງແຕ່ <span id = ""%1_max_allowed"">%2 </ span> ໃນສາງ",module,Magento_AdvancedCheckout
Item,ລາຍການ,module,Magento_AdvancedCheckout
See price before order confirmation.,ເບິ່ງລາຄາກ່ອນຢືນຢັນອໍເດີ,module,Magento_AdvancedCheckout
What's this?,ນີ້ແມ່ນຫຍັງ?,module,Magento_AdvancedCheckout
Incl. Tax,ລວມພາສີ,module,Magento_AdvancedCheckout
Excl. Tax,ບໍ່ລວມພາສີມູນຄ່າເພີ່ມ,module,Magento_AdvancedCheckout
Edit item parameters,ພາຣາມິເຕີຣແກ້ໄຂລາຍການ,module,Magento_AdvancedCheckout
Edit,ແກ້ໄຂ,module,Magento_AdvancedCheckout
Remove item,ລຶບລາຍການ,module,Magento_AdvancedCheckout
Products Requiring Attention,ສິນຄ້າທີ່ຕ້ອງໃຫ້ຄວາມສົນໃຈ,module,Magento_AdvancedCheckout
Add to Cart,ເພີ່ມໃສ່ກະຕ່າສິນຄ້າ,module,Magento_AdvancedCheckout
Sku,Sku,module,Magento_AdvancedCheckout
File,ໄຟລ,module,Magento_AdvancedCheckout
File extensions allowed: .csv,ນາມສະກຸນໄຟລທີ່ອະນຸຍາດ: .csv,module,Magento_AdvancedCheckout
Add Row,ເພີ່ມແຖວ,module,Magento_AdvancedCheckout
Remove Row,ລຶບແຖວ,module,Magento_AdvancedCheckout
Add Products By SKU,ເພີ່ມສິນຄ້າໂດຍ SKU,module,Magento_AdvancedCheckout
Shopping Cart Management,ການບໍລິຫານຈັດການກະຕ່າ,module,Magento_AdvancedCheckout
View Shopping Cart,ເບີ່ງກະຕ່າສິນຄ້າ,module,Magento_AdvancedCheckout
View and modify Shopping Cart,ເບີ່ງແລະແກ້ໄຂກະຕ່າ,module,Magento_AdvancedCheckout
Order by SKU Settings,ອໍເດີໂດຍການຕັ້ງຄ່າລະຫັດ,module,Magento_AdvancedCheckout
Enable Order by SKU on My Account in Storefront,ເປີດການໃຊ້ງານອໍເດີໂດຍ SKU ໃນບັນຊີຂອງຂ້ອຍໃນໜ້າຮ້ານຄ້າ,module,Magento_AdvancedCheckout
Customer Groups,ກຸ່ມລູກຄ້າ,module,Magento_AdvancedCheckout
Apply Coupon,ສະໝັກຄູປອງ,module,Magento_AdvancedCheckout
Order by SKU Description,ລຽງຕາມລະຫັດ,module,Magento_AdvancedCheckout
Display a Link to Loading a Spreadsheet,ສະແດງການທີ່ຢູ່ຂອງການສຳເນົາ,module,Magento_AdvancedCheckout
Defines whether a link to My Account &gt,ກໍານົດວ່າຈະເຊື່ອມໂຍງໄປຍັງບັນຊີ & gt ຂອງຂ້ອຍ,module,Magento_AdvancedCheckout
Link Text,ລີ້ງຂໍ້ຄວາມ,module,Magento_AdvancedCheckout
The text of the link to the My Account &gt,ຂໍ້ຄວາມຂອງການເຊື່ອມໂຍງໄປຍັງບັນຊີຂອງຂ້ອຍ & gt,module,Magento_AdvancedCheckout
Load a list of SKUs,ໂຫຼດລາຍການ SKUs,module,Magento_AdvancedCheckout
Order by SKU Template,ລຽນຕາມແບບ SKUs,module,Magento_AdvancedCheckout
Please correct the data sent.,ກະລຸນາແກ້ໄຂຂໍ້ມູນທີ່ໄດ້ສົ່ງໄປ,module,Magento_AdvancedPricingImportExport
Entity type model '%1' is not found,Entity ປະເພດຮູບແບບ '%1' ຊອກບໍ່ເຫັນ,module,Magento_AdvancedPricingImportExport
Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,ປະເພດບຸກຄົນລຸ້ນຈະຕ້ອງເປັນຕົວຢ່າງຂອງ \ Magento \ CatalogImportExport \ ລຸ້ນ \ ສົ່ງອອກ \ ສິນຄ້າ \ ປະເພດ \ AbstractType,module,Magento_AdvancedPricingImportExport
There are no product types available for export,ບໍ່ມີປະເພດຂອງສິນຄ້າທີ່ໃຊ້ໄດ້ສໍາລັບການສົ່ງອອກ,module,Magento_AdvancedPricingImportExport
%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,%1 ຊັ້ນບໍ່ໃຊ້ \ Magento \ AdvancedRule \ ລຸ້ນ \ ຮູບພາບ \ FilterTextGeneratorInterface,module,Magento_AdvancedRule
Sales Rule,ຂໍ້ຕົກລົງການຂາຍ,module,Magento_AdvancedSalesRule
Index sales rule,ຂໍ້ຕົກລົງດັດສະນີການຂາຍ,module,Magento_AdvancedSalesRule
Related Search Terms,ກ່ຽວກັບເງື່ອນໄຂການຄົ້ນຫາ,module,Magento_AdvancedSearch
Add New Search Term,ເພີ່ມການຄົ້ນຫາໃໝ່,module,Magento_AdvancedSearch
button_label,button_label,module,Magento_AdvancedSearch
Missing search engine parameter.,ບໍ່ມີພາຣາມິເຕີຣເຄື່ອງມືຄົ້ນຫາ,module,Magento_AdvancedSearch
Successful! Test again?,ສຳເຫຼັດ! ທົດລອງໃໝ່ອີກຄັ້ງ ຫຼື ບ່?,module,Magento_AdvancedSearch
Connection failed! Test again?,ການເຊື່ອມຕໍ່ລົ້ມ! ລອງໃໝ່ອີກຄັ້ງ ຫຼື ບໍ່ ?,module,Magento_AdvancedSearch
Enable Search Recommendations,ເປີດໃຊ້ການແນະນຳໃນການຄົ້ນຫາ,module,Magento_AdvancedSearch
When you enable this option your site may slow down.,ເມື່ອທ່ານເປີດໃຊ້ຕົວເລືອກນີ້ເວັບໄຊຂອງທ່ານອາດຈະສະລໍຕົວລົງ,module,Magento_AdvancedSearch
Search Recommendations Count,ຄໍາແນະນໍາການຄົ້ນຫານັບ,module,Magento_AdvancedSearch
Show Results Count for Each Recommendation,ສະແດງຜົນການນັບສໍາລັບແຕ່ລະຄໍາແນະນໍາ,module,Magento_AdvancedSearch
Enable Search Suggestions,ເປີດການໃຊ້ງານຂໍ້ສະເໜີແນະການຄົ້ນຫາ,module,Magento_AdvancedSearch
Search Suggestions Count,ຂໍ້ສະເໜີແນະການຄົ້ນຫານັບ,module,Magento_AdvancedSearch
Show Results Count for Each Suggestion,ສະແດງຜົນການນັບສໍາລັບແຕ່ລະຂໍ້ສະເໜີແນະ,module,Magento_AdvancedSearch
Related search terms,ຄໍາຄົ້ນຫາທີ່ກ່ຽວຂ້ອງ,module,Magento_AdvancedSearch
Did you mean,ທ່ານໝາຍເຖິງ,module,Magento_AdvancedSearch
